candidate_id,schema_id,schema_family_id,schema_seed,selection_status,allowed_downstream_stage,eligibility_reason
plate_support_candidate:controlled_degeneracy:0:1a43a48fbd,plate_support_schema_full_single_block_v001,controlled_degeneracy,0,selected_degeneracy_anchor,diagnostic_only,diagnostic degeneracy anchor retained for interpretation only
